source_id,operation_date,importer_name,importer_tax_id,supplier_name,supplier_country,product_name,product_category,hs_code,origin_country,destination_country,quantity,unit,fob_value_usd,freight_usd,insurance_usd,tariff_rate,additional_tax_rate,entry_port,transport_mode,description_raw
SEED-00306,2025-12-29,Grupo Andino Building,20111222334,Turkey Marble Panel Inc.,TR,Piedra flexible mural,piedra_flexible,680300,TR,UY,9526.69,m2,147888.47,19102.39,739.44,0.1,0.22,Nueva Palmira,sea,Piedra flexible mural - BL ref 306
SEED-00307,2025-12-29,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,2698.42,m2,20023.01,2178.27,100.12,0.14,0.22,Nueva Palmira,sea,Piso SPC click 5mm - BL ref 307
SEED-00308,2025-12-29,Grupo Andino Building,20111222334,Chile MDF Industries,CL,Tablero OSB 15mm,osb,441233,CL,UY,5516.35,m3,1447045.2,138025.68,7235.23,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 308
SEED-00309,2025-12-29,Revestimientos Premium S.A.,21555666778,Brazil Timber Export S.A.,BR,Puerta semi blindada,puertas_semi_blindada,441821,BR,UY,5928.05,u,612314.72,55398.39,3061.57,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 309
SEED-00310,2026-01-02,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,4490.87,m2,56972.56,8379.71,284.86,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 310
SEED-00311,2026-01-02,Revestimientos Premium S.A.,21555666778,Brazil Timber Export S.A.,BR,Cielorraso PVC blanco,cielorraso_pvc,392590,BR,UY,6164.91,m2,19792.75,2333.11,98.96,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 311
SEED-00312,2026-01-02,Maderas Uruguay Import,21888999001,Jiangsu Door Systems Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,11638.95,m2,285289.17,32184.05,1426.45,0.12,0.22,Zarate AR,sea,Placa simil mármol UV - BL ref 312
SEED-00313,2026-01-02,Distribuidora Casamax S.A.,211234560018,Brazil Timber Export S.A.,BR,Perfil metal yeso 70mm,perfiles_yeso,721691,BR,UY,7432.94,u,18247.47,2513.04,91.24,0.12,0.22,Montevideo,sea,Perfil metal yeso 70mm - BL ref 313
SEED-00314,2026-01-02,Maderas Uruguay Import,21888999001,Brazil Timber Export S.A.,BR,Tablero OSB 15mm,osb,441233,BR,UY,5710.7,m3,1310755.87,181537.68,6553.78,0.08,0.22,Santos BR,sea,Tablero OSB 15mm - BL ref 314
SEED-00315,2026-01-02,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,MDF melamina 18mm,mdf,441114,BR,UY,3630.03,m3,910515.51,108914.92,4552.58,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 315
SEED-00316,2026-01-02,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,7321.13,u,1150439.43,177909.36,5752.2,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 316
SEED-00317,2026-01-04,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,6813.35,m2,115380.85,11070.65,576.9,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 317
SEED-00318,2026-01-04,Maderas Uruguay Import,21888999001,Zhejiang WPC New Materials Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,7108.07,m2,158655.67,21461.68,793.28,0.12,0.22,Zarate AR,sea,Placa simil mármol UV - BL ref 318
SEED-00319,2026-01-04,Distribuidora Casamax S.A.,211234560018,Guangdong PVC Ceiling Ltd.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,3697.87,u,8780.8,1109.15,43.9,0.12,0.22,Nueva Palmira,sea,Perfil metal yeso 70mm - BL ref 319
SEED-00320,2026-01-04,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,5986.31,m2,66543.82,9205.05,332.72,0.14,0.22,Nueva Palmira,sea,Piso SPC click 5mm - BL ref 320
SEED-00321,2026-01-04,Distribuidora Casamax S.A.,211234560018,Jiangsu Door Systems Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,1970.95,m3,494148.35,77739.89,2470.74,0.08,0.22,Montevideo,sea,Tablero OSB 15mm - BL ref 321
SEED-00322,2026-01-04,Importadora Construya UY,219876540012,Jiangsu Door Systems Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,9583.82,u,1488851.25,170296.33,7444.26,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 322
SEED-00323,2026-01-09,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,4162.96,m2,80522.48,7895.71,402.61,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 323
SEED-00324,2026-01-09,Maderas Uruguay Import,21888999001,Brazil Timber Export S.A.,BR,Piedra flexible mural,piedra_flexible,680300,BR,UY,6579.13,m2,91891.98,10399.35,459.46,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 324
SEED-00325,2026-01-09,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,7853.32,m2,52440.41,7132.5,262.2,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 325
SEED-00326,2026-01-09,Revestimientos Premium S.A.,21555666778,Brazil Timber Export S.A.,BR,Tablero OSB 15mm,osb,441233,BR,UY,5835.24,m3,1476455.67,133340.93,7382.28,0.08,0.22,Nueva Palmira,sea,Tablero OSB 15mm - BL ref 326
SEED-00327,2026-01-09,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,7266.3,m2,225182.98,28729.35,1125.91,0.1,0.22,Zarate AR,sea,Placa fenólica 18mm - BL ref 327
SEED-00328,2026-01-09,Grupo Andino Building,20111222334,Guangdong PVC Ceiling Ltd.,CN,MDF melamina 18mm,mdf,441114,CN,UY,3738.36,m3,1467408.39,186272.9,7337.04,0.08,0.22,Zarate AR,sea,MDF melamina 18mm - BL ref 328
SEED-00329,2026-01-14,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,5928.04,m2,61742.82,8468.1,308.71,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 329
SEED-00330,2026-01-14,Materiales del Plata S.R.L.,30709876543,Chile MDF Industries,CL,Perfil metal yeso 70mm,perfiles_yeso,721691,CL,UY,2109.83,u,4343.3,433.87,21.72,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 330
SEED-00331,2026-01-14,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,7237.83,m2,63746.1,7908.78,318.73,0.14,0.22,Nueva Palmira,sea,Piso SPC click 5mm - BL ref 331
SEED-00332,2026-01-14,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,4323.3,m2,103845.75,9735.83,519.23,0.1,0.22,Zarate AR,sea,Placa fenólica 18mm - BL ref 332
SEED-00333,2026-01-14,Materiales del Plata S.R.L.,30709876543,Turkey Marble Panel Inc.,TR,Puerta semi blindada,puertas_semi_blindada,441821,TR,UY,11594.89,u,1776732.91,221466.01,8883.66,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 333
SEED-00334,2026-01-19,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,1725.91,m2,14552.96,2085.06,72.76,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 334
SEED-00335,2026-01-19,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,4033.11,m2,22678.02,2938.97,113.39,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 335
SEED-00336,2026-01-19,Distribuidora Casamax S.A.,211234560018,Guangdong PVC Ceiling Ltd.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,3800.36,m2,78628.3,12530.41,393.14,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 336
SEED-00337,2026-01-19,Materiales del Plata S.R.L.,30709876543,Turkey Marble Panel Inc.,TR,Perfil metal yeso 70mm,perfiles_yeso,721691,TR,UY,1947.06,u,6053.73,863.23,30.27,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 337
SEED-00338,2026-01-19,Importadora Construya UY,219876540012,Vietnam Stone Flex Co.,VN,Tablero OSB 15mm,osb,441233,VN,UY,10456.64,m3,2036818.7,306684.47,10184.09,0.08,0.22,Montevideo,sea,Tablero OSB 15mm - BL ref 338
SEED-00339,2026-01-19,Pisos y Revestimientos S.A.,21222333445,Vietnam Stone Flex Co.,VN,MDF melamina 18mm,mdf,441114,VN,UY,10443.75,m3,3572309.34,428576.0,17861.55,0.08,0.22,Nueva Palmira,sea,MDF melamina 18mm - BL ref 339
SEED-00340,2026-01-22,Revestimientos Premium S.A.,21555666778,Fujian OSB Manufacturing,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,2685.83,m2,17232.29,1903.9,86.16,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 340
SEED-00341,2026-01-22,Maderas Uruguay Import,21888999001,Guangdong PVC Ceiling Ltd.,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,2318.6,m2,36519.91,4338.99,182.6,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 341
SEED-00342,2026-01-22,Pisos y Revestimientos S.A.,21222333445,Shandong SPC Flooring Group,CN,Tablero OSB 15mm,osb,441233,CN,UY,3596.39,m3,1082287.26,160171.72,5411.44,0.08,0.22,Santos BR,sea,Tablero OSB 15mm - BL ref 342
SEED-00343,2026-01-22,Revestimientos Premium S.A.,21555666778,Chile MDF Industries,CL,Placa fenólica 18mm,fenolicos,441233,CL,UY,7831.5,m2,176235.74,16792.82,881.18,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 343
SEED-00344,2026-01-22,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,MDF melamina 18mm,mdf,441114,CL,UY,8580.68,m3,3393345.5,413406.86,16966.73,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 344
SEED-00345,2026-01-22,Distribuidora Casamax S.A.,211234560018,Guangdong PVC Ceiling Ltd.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,8986.44,u,1320024.01,180170.17,6600.12,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 345
SEED-00346,2026-01-24,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,10038.29,m2,149831.61,16871.12,749.16,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 346
SEED-00347,2026-01-24,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,7140.79,m2,31714.76,3617.44,158.57,0.14,0.22,Montevideo,sea,Cielorraso PVC blanco - BL ref 347
SEED-00348,2026-01-24,Maderas Uruguay Import,21888999001,Jiangsu Door Systems Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,982.35,m2,26396.65,2667.61,131.98,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 348
SEED-00349,2026-01-24,Grupo Andino Building,20111222334,Brazil Timber Export S.A.,BR,Piedra flexible mural,piedra_flexible,680300,BR,UY,11951.77,m2,205387.16,31167.57,1026.94,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 349
SEED-00350,2026-01-24,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,8131.39,u,14440.5,1675.52,72.2,0.12,0.22,Nueva Palmira,sea,Perfil metal yeso 70mm - BL ref 350
SEED-00351,2026-01-24,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4221.7,m2,47683.98,5073.1,238.42,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 351
SEED-00352,2026-01-24,Grupo Andino Building,20111222334,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,2286.24,m2,44636.13,6141.88,223.18,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 352
SEED-00353,2026-01-24,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,MDF melamina 18mm,mdf,441114,CN,UY,11867.33,m3,3613160.36,358614.33,18065.8,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 353
SEED-00354,2026-01-24,Distribuidora Casamax S.A.,211234560018,Guangdong PVC Ceiling Ltd.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,1955.86,u,263299.49,29212.52,1316.5,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 354
SEED-00355,2026-01-27,Revestimientos Premium S.A.,21555666778,Zhejiang WPC New Materials Co.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,7635.58,m2,24101.45,2761.62,120.51,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 355
SEED-00356,2026-01-27,Grupo Andino Building,20111222334,Jiangsu Door Systems Co.,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,10431.58,m2,102022.86,9899.54,510.11,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 356
SEED-00357,2026-01-27,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4322.44,m2,27051.87,2959.14,135.26,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 357
SEED-00358,2026-01-27,Revestimientos Premium S.A.,21555666778,Chile MDF Industries,CL,Tablero OSB 15mm,osb,441233,CL,UY,9524.46,m3,2832392.8,423024.8,14161.96,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 358
SEED-00359,2026-01-27,Revestimientos Premium S.A.,21555666778,Fujian OSB Manufacturing,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,2912.84,m2,66514.76,8994.92,332.57,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 359
SEED-00360,2026-01-27,Distribuidora Casamax S.A.,211234560018,Brazil Timber Export S.A.,BR,MDF melamina 18mm,mdf,441114,BR,UY,6395.32,m3,2166644.58,275120.65,10833.22,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 360
SEED-00361,2026-01-31,Pisos y Revestimientos S.A.,21222333445,Turkey Marble Panel Inc.,TR,Madera pino radiata,madera,440710,TR,UY,4892.62,m3,2434396.14,349070.05,12171.98,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 361
SEED-00362,2026-01-31,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,954.49,m2,10518.86,1626.01,52.59,0.14,0.22,Santos BR,sea,Deck WPC exterior - BL ref 362
SEED-00363,2026-01-31,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,9391.63,m2,39391.32,4654.46,196.96,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 363
SEED-00364,2026-01-31,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,6526.61,m2,99538.37,14588.76,497.69,0.12,0.22,Zarate AR,sea,Placa simil mármol UV - BL ref 364
SEED-00365,2026-01-31,Maderas Uruguay Import,21888999001,Guangdong PVC Ceiling Ltd.,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,4273.9,m2,55293.04,8666.63,276.47,0.1,0.22,Nueva Palmira,sea,Piedra flexible mural - BL ref 365
SEED-00366,2026-01-31,Distribuidora Casamax S.A.,211234560018,Turkey Marble Panel Inc.,TR,Perfil metal yeso 70mm,perfiles_yeso,721691,TR,UY,2099.05,u,5474.92,513.83,27.37,0.12,0.22,Nueva Palmira,sea,Perfil metal yeso 70mm - BL ref 366
SEED-00367,2026-01-31,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,2336.77,m2,11922.56,1487.33,59.61,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 367
SEED-00368,2026-01-31,Pisos y Revestimientos S.A.,21222333445,Chile MDF Industries,CL,Tablero OSB 15mm,osb,441233,CL,UY,2669.99,m3,538211.79,77867.77,2691.06,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 368
SEED-00369,2026-01-31,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,MDF melamina 18mm,mdf,441114,VN,UY,9839.61,m3,2699950.8,255067.16,13499.75,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 369
SEED-00370,2026-01-31,Revestimientos Premium S.A.,21555666778,Vietnam Stone Flex Co.,VN,Puerta semi blindada,puertas_semi_blindada,441821,VN,UY,1420.92,u,285624.2,29042.75,1428.12,0.12,0.22,Nueva Palmira,sea,Puerta semi blindada - BL ref 370
SEED-00371,2026-02-04,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,828.77,m2,21331.73,1938.2,106.66,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 371
SEED-00372,2026-02-04,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,2804.36,m2,49477.55,4575.46,247.39,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 372
SEED-00373,2026-02-04,Materiales del Plata S.R.L.,30709876543,Turkey Marble Panel Inc.,TR,Perfil metal yeso 70mm,perfiles_yeso,721691,TR,UY,11057.57,u,21405.81,3164.2,107.03,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 373
SEED-00374,2026-02-04,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,10901.74,m2,72105.19,10549.25,360.53,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 374
SEED-00375,2026-02-04,Grupo Andino Building,20111222334,Chile MDF Industries,CL,Placa fenólica 18mm,fenolicos,441233,CL,UY,9463.51,m2,200758.48,19282.25,1003.79,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 375
SEED-00376,2026-02-04,Materiales del Plata S.R.L.,30709876543,Chile MDF Industries,CL,MDF melamina 18mm,mdf,441114,CL,UY,7114.64,m3,1997661.86,266868.1,9988.31,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 376
SEED-00377,2026-02-04,Grupo Andino Building,20111222334,Brazil Timber Export S.A.,BR,Puerta semi blindada,puertas_semi_blindada,441821,BR,UY,9003.59,u,1429639.52,208324.42,7148.2,0.12,0.22,Nueva Palmira,sea,Puerta semi blindada - BL ref 377
SEED-00378,2026-02-06,Revestimientos Premium S.A.,21555666778,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,4679.95,m2,92447.9,13996.97,462.24,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 378
SEED-00379,2026-02-06,Maderas Uruguay Import,21888999001,Turkey Marble Panel Inc.,TR,Cielorraso PVC blanco,cielorraso_pvc,392590,TR,UY,10308.87,m2,55759.24,5424.06,278.8,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 379
SEED-00380,2026-02-06,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,8770.51,m2,118300.38,18276.13,591.5,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 380
SEED-00381,2026-02-06,Maderas Uruguay Import,21888999001,Guangdong PVC Ceiling Ltd.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,7304.63,u,17257.07,2322.89,86.29,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 381
SEED-00382,2026-02-06,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,1497.57,m2,16416.36,1627.68,82.08,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 382
SEED-00383,2026-02-06,Importadora Construya UY,219876540012,Turkey Marble Panel Inc.,TR,Tablero OSB 15mm,osb,441233,TR,UY,8648.13,m3,2637766.02,296126.27,13188.83,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 383
SEED-00384,2026-02-06,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,9535.29,m2,254536.56,25677.33,1272.68,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 384
SEED-00385,2026-02-06,Importadora Construya UY,219876540012,Turkey Marble Panel Inc.,TR,MDF melamina 18mm,mdf,441114,TR,UY,2152.25,m3,627719.83,90343.68,3138.6,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 385
SEED-00386,2026-02-06,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,1812.71,u,351712.11,39143.82,1758.56,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 386
SEED-00387,2026-02-09,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,8764.96,m2,188951.5,22246.6,944.76,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 387
SEED-00388,2026-02-09,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,11463.48,m2,294309.04,37941.37,1471.55,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 388
SEED-00389,2026-02-09,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,2160.28,m2,20641.52,2986.15,103.21,0.1,0.22,Nueva Palmira,sea,Piedra flexible mural - BL ref 389
SEED-00390,2026-02-09,Pisos y Revestimientos S.A.,21222333445,Turkey Marble Panel Inc.,TR,Perfil metal yeso 70mm,perfiles_yeso,721691,TR,UY,4969.09,u,13166.52,1779.16,65.83,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 390
SEED-00391,2026-02-09,Distribuidora Casamax S.A.,211234560018,Brazil Timber Export S.A.,BR,Tablero OSB 15mm,osb,441233,BR,UY,10907.96,m3,2785711.09,275828.32,13928.56,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 391
SEED-00392,2026-02-09,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,2681.48,m2,70999.38,10473.68,355.0,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 392
SEED-00393,2026-02-09,Grupo Andino Building,20111222334,Turkey Marble Panel Inc.,TR,MDF melamina 18mm,mdf,441114,TR,UY,2735.44,m3,719265.4,74156.68,3596.33,0.08,0.22,Zarate AR,sea,MDF melamina 18mm - BL ref 393
SEED-00394,2026-02-09,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,7677.99,u,1292143.66,174839.3,6460.72,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 394
SEED-00395,2026-02-14,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,3933.49,m2,39025.35,4057.16,195.13,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 395
SEED-00396,2026-02-14,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,4653.18,m3,1285025.4,144581.18,6425.13,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 396
SEED-00397,2026-02-14,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,Placa fenólica 18mm,fenolicos,441233,BR,UY,1128.2,m2,35215.39,3861.91,176.08,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 397
SEED-00398,2026-02-14,Pisos y Revestimientos S.A.,21222333445,Brazil Timber Export S.A.,BR,MDF melamina 18mm,mdf,441114,BR,UY,11708.57,m3,2810371.38,382155.73,14051.86,0.08,0.22,Zarate AR,sea,MDF melamina 18mm - BL ref 398
SEED-00399,2026-02-14,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,9357.36,u,1992681.01,259643.24,9963.41,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 399
SEED-00400,2026-02-18,Materiales del Plata S.R.L.,30709876543,Vietnam Stone Flex Co.,VN,Cielorraso PVC blanco,cielorraso_pvc,392590,VN,UY,9829.55,m2,52003.3,8007.4,260.02,0.14,0.22,Montevideo,sea,Cielorraso PVC blanco - BL ref 400
SEED-00401,2026-02-18,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,7106.82,m2,76001.06,12096.36,380.01,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 401
SEED-00402,2026-02-18,Materiales del Plata S.R.L.,30709876543,Jiangsu Door Systems Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,1225.19,u,1628.51,215.15,8.14,0.12,0.22,Montevideo,sea,Perfil metal yeso 70mm - BL ref 402
SEED-00403,2026-02-18,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4515.42,m2,47534.79,6961.53,237.67,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 403
SEED-00404,2026-02-18,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,7370.02,u,1539046.34,221939.19,7695.23,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 404
SEED-00405,2026-02-20,Maderas Uruguay Import,21888999001,Turkey Marble Panel Inc.,TR,Madera pino radiata,madera,440710,TR,UY,7363.39,m3,3000624.71,337817.0,15003.12,0.08,0.22,Nueva Palmira,sea,Madera pino radiata - BL ref 405
SEED-00406,2026-02-20,Maderas Uruguay Import,21888999001,Jiangsu Door Systems Co.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,8070.82,m2,25800.88,4071.69,129.0,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 406
